"ActivityNames" "SubjectID" "TimeBodyAcceleroMean.X" "TimeBodyAcceleroMean.Y" "TimeBodyAcceleroMean.Z" "TimeBodyAcceleroStdDev.X" "TimeBodyAcceleroStdDev.Y" "TimeBodyAcceleroStdDev.Z" "TimeGravityAcceleroMean.X" "TimeGravityAcceleroMean.Y" "TimeGravityAcceleroMean.Z" "TimeGravityAcceleroStdDev.X" "TimeGravityAcceleroStdDev.Y" "TimeGravityAcceleroStdDev.Z" "TimeBodyAcceleroJerkMean.X" "TimeBodyAcceleroJerkMean.Y" "TimeBodyAcceleroJerkMean.Z" "TimeBodyAcceleroJerkStdDev.X" "TimeBodyAcceleroJerkStdDev.Y" "TimeBodyAcceleroJerkStdDev.Z" "TimeBodyGyroMean.X" "TimeBodyGyroMean.Y" "TimeBodyGyroMean.Z" "TimeBodyGyroStdDev.X" "TimeBodyGyroStdDev.Y" "TimeBodyGyroStdDev.Z" "TimeBodyGyroJerkMean.X" "TimeBodyGyroJerkMean.Y" "TimeBodyGyroJerkMean.Z" "TimeBodyGyroJerkStdDev.X" "TimeBodyGyroJerkStdDev.Y" "TimeBodyGyroJerkStdDev.Z" "TimeBodyAcceleroMagMean" "TimeBodyAcceleroMagStdDev" "TimeGravityAcceleroMagMean" "TimeGravityAcceleroMagStdDev" "TimeGravityAcceleroJerkMagMean" "TimeGravityAcceleroJerkMagStdDev" "TimeBodyGyroMagMean" "TimeBodyGyroMagStdDev" "TimeBodyGyroJerkMagMean" "TimeBodyGyroJerkMagStdDev" "FreqBodyAcceleroMean.X" "FreqBodyAcceleroMean.Y" "FreqBodyAcceleroMean.Z" "FreqBodyAcceleroStdDev.X" "FreqBodyAcceleroStdDev.Y" "FreqBodyAcceleroStdDev.Z" "FreqBodyAcceleroJerkMean.X" "FreqBodyAcceleroJerkMean.Y" "FreqBodyAcceleroJerkMean.Z" "FreqBodyAcceleroJerkStdDev.X" "FreqBodyAcceleroJerkStdDev.Y" "FreqBodyAcceleroJerkStdDev.Z" "FreqBodyGyroMean.X" "FreqBodyGyroMean.Y" "FreqBodyGyroMean.Z" "FreqBodyGyroStdDev.X" "FreqBodyGyroStdDev.Y" "FreqBodyGyroStdDev.Z" "FreqBodyAcceleroMagMean" "FreqBodyAcceleroMagStdDev" "FreqBodyBodyAcceleroJerkMagMean" "FreqBodyBodyAcceleroJerkMagStdDev" "FreqBodyBodyGyroMagMean" "FreqBodyBodyGyroMagStdDev" "FreqBodyBodyGyroJerkMagMean" "FreqBodyBodyGyroJerkMagStdDev"
"WALKING_DOWNSTAIRS" 20 0.29614442 -0.00964121 -0.10460293 0.07450988 0.61693702 -0.16093854 0.04244592 0.91972663 -0.27741972 -0.02825916 -0.94045808 -0.90857715 0.26975384 0.06950311 0.0043645 -0.00253482 -0.13569963 0.28967097 -0.05096699 -0.11136775 0.01390234 0.10390048 -0.20493957 -0.14679418 -0.0894676 -0.04525031 -0.05773715 -0.06153128 -0.2492351 -0.33456879 -0.10671431 0.22185159 0.11273495 0.22185159 0.11273495 -0.06126998 -0.02111655 0.09384194 0.10339997 -0.26818342 0.13719784 -0.034331 0.52418769 -0.18809881 0.11303342 0.56019134 -0.9294549 -0.19936043 0.20582902 -0.35622025 -0.14727859 0.29311953 -0.93524945 -0.06295726 -0.13809795 0.25703784 -0.25336563 -0.15996142 -0.89754382 0.15188775 -0.75112563 0.01379172 -0.13687175 -0.1005661 -0.79295417 -0.31166847
"WALKING_DOWNSTAIRS" 21 0.30146102 -0.01731954 -0.09816866 0.22434349 0.3013364 -0.07178936 0.4756561 0.87268321 -0.35667329 -0.18787025 -0.94019483 -0.94011183 0.28606755 0.09014529 -0.02139985 -0.01255511 0.00214656 -0.07960098 0.23942192 -0.12638802 0.01621453 0.14861002 -0.44214862 -0.35373348 -0.12003474 -0.07264618 -0.07359522 -0.07884365 -0.54964832 -0.44242684 -0.28864067 0.2457717 0.15007259 0.2457717 0.15007259 -0.08022418 -0.25729097 -0.18485002 -0.17014654 -0.45282868 -0.00687027 0.10432353 0.18113804 -0.07697131 0.26698775 0.27789432 -0.87231857 -0.03778947 -0.10730635 -0.19683826 -0.04638679 -0.11316186 -0.86978491 -0.36674875 -0.30887987 -0.23822168 -0.46979014 -0.38841875 -0.93081883 0.23989589 -0.67095532 0.11244262 -0.38970302 -0.40639228 -0.71506206 -0.49080495
"WALKING_DOWNSTAIRS" 22 0.28445896 -0.01979994 -0.10741578 0.34861817 0.23981225 -0.32572272 0.25734343 0.92182064 -0.22221518 0.0412988 -0.94124233 -0.94582435 0.36388212 0.10158464 0.02111261 0.0112499 0.08691398 0.01986133 0.240635 -0.07796112 -0.06971545 0.05007088 -0.23734919 -0.55030322 -0.0792004 -0.09017445 -0.03551714 -0.04814602 -0.26484805 -0.64028007 -0.01570552 0.33099922 0.12734796 0.33099922 0.12734796 -0.01797846 -0.07757891 -0.16133331 -0.03740856 -0.45957967 -0.22658209 0.19534841 0.22576656 -0.32279565 0.40289196 0.16740972 -0.90950335 0.03833642 -0.00309155 -0.41953425 0.04046185 -0.02702944 -0.91246082 -0.09543493 -0.52500684 -0.1949157 -0.28453236 -0.5703399 -0.89173544 0.15552686 -0.54911377 0.02247835 -0.58170984 -0.33841733 -0.74410266 -0.58351052
"WALKING_DOWNSTAIRS" 23 0.28989741 -0.01621115 -0.09881237 0.04413928 0.10825903 0.22989874 0.23801714 0.9237114 -0.11002884 -0.15367153 -0.95079084 -0.93901255 0.05400659 0.05780106 0.03750052 -0.00098272 0.19894706 -0.08833012 0.3120485 -0.05782302 -0.08530775 0.09536025 -0.41613303 0.21382555 0.02417108 -0.11772582 -0.03528916 -0.0293255 -0.3230157 0.14665012 -0.37537434 0.12721114 -0.02263492 0.12721114 -0.02263492 0.11298248 -0.13228657 0.03909155 -0.06905782 -0.04631178 0.15316451 0.20542822 0.09594329 0.28051888 -0.02829625 0.04322837 -0.65713098 0.20154291 -0.07245046 0.15777569 0.08195872 -0.17769784 -0.65023463 -0.21473071 0.32881701 -0.14126689 -0.48259833 0.12605232 -0.86949708 0.36482999 -0.72253705 0.33500972 -0.39354963 0.15082573 -0.82133248 0.07467546
"WALKING_DOWNSTAIRS" 24 0.28863121 -0.01457303 -0.10481882 -0.08273248 -0.10260733 -0.20556638 0.05655036 0.95088342 -0.12832671 -0.14012316 -0.96184533 -0.94147898 0.03077842 0.08026198 -0.00447316 -0.00846916 -0.33721889 -0.16929189 -0.23494993 -0.0867069 -0.05423002 0.11197365 -0.43191907 -0.48467352 0.20619257 -0.0914145 -0.02917663 -0.04120554 -0.35844455 -0.51932674 0.12490686 -0.07376992 0.28401671 -0.07376992 0.28401671 -0.26310694 0.17644042 -0.30496581 -0.1103673 -0.49715224 0.10546207 -0.22232429 -0.08618298 -0.17382508 -0.03490859 -0.16919115 -0.85987694 -0.37617579 -0.22582436 -0.25000018 -0.3559306 -0.16362681 -0.86687086 -0.27246921 -0.43347543 -0.39628665 -0.48489468 -0.5234127 -0.95871924 -0.02317016 -0.73984399 -0.20083014 0.10607491 -0.37429869 -0.70207925 -0.47444993
"WALKING_DOWNSTAIRS" 25 0.29132967 -0.02101705 -0.10719238 -0.25375693 -0.1405406 -0.45797238 -0.34385912 0.92962753 -0.07242702 0.21879596 -0.96447007 -0.93781601 0.03879017 0.11065693 -0.01954166 -0.01133488 -0.50196839 -0.37166152 -0.15274164 0.00299113 -0.10111508 0.09807502 -0.28882475 -0.52337791 -0.10909917 -0.12795245 -0.04152033 -0.06420781 -0.43013439 -0.81044454 -0.07836268 -0.22010859 0.13316649 -0.22010859 0.13316649 -0.50048333 -0.09172743 -0.21608257 -0.07808517 -0.66471363 -0.3153841 -0.37224519 -0.19638105 -0.55609709 -0.21302887 -0.16684238 -0.9789913 -0.52578945 -0.41569964 -0.68684396 -0.52215334 -0.36571983 -0.98136246 -0.21779972 -0.63291635 -0.41031145 -0.31625211 -0.47064112 -0.98106535 -0.28815479 -0.76603461 -0.47164211 -0.41427116 -0.48576358 -0.56128812 -0.68703428
"WALKING_DOWNSTAIRS" 26 0.27928458 -0.01262581 -0.10643962 0.17395385 -0.01162991 -0.28480768 0.07170193 0.94679727 -0.07990037 0.15390632 -0.96272199 -0.93542586 0.3630823 0.11147079 -0.0071316 -0.01189114 -0.12811164 -0.0864049 -0.07405831 -0.01075221 -0.1003822 0.0822214 -0.33131291 -0.47340805 -0.34223886 -0.09924653 -0.03726811 -0.05105874 -0.17084268 -0.54719844 -0.4435721 0.11437938 -0.00849892 0.11437938 -0.00849892 -0.14885627 0.10537482 -0.23531462 0.06562467 -0.41877981 0.07877008 0.0228001 -0.006237 -0.27964006 0.22678384 -0.07828378 -0.91741788 -0.2013681 -0.16555238 -0.36011461 -0.1308259 -0.06153707 -0.91996042 -0.12591815 -0.44312621 -0.22138883 -0.39819986 -0.49750634 -0.95154144 0.07510168 -0.70626977 -0.15317203 -0.04792667 -0.33450995 -0.78339383 -0.47220075
"WALKING_DOWNSTAIRS" 27 0.29754419 -0.01355645 -0.11283769 0.16740753 -0.097971 -0.24004078 0.46115345 0.93138018 -0.16693877 -0.14004761 -0.94697516 -0.93496399 0.46462484 0.09362732 0.01598695 -0.00985035 -0.00358339 -0.1385281 0.3981979 -0.15982655 -0.01631316 0.15269503 -0.36372291 -0.48181337 -0.29356183 -0.05158148 -0.06420236 -0.06210437 -0.49383761 -0.4594593 -0.26080942 0.10807138 0.16606674 0.10807138 0.16606674 -0.11542121 -0.04283012 -0.16478321 -0.14711735 -0.44054659 0.11920485 0.08298315 -0.06267296 -0.24160036 0.19491272 -0.17564706 -0.88315087 -0.04378263 -0.17097527 -0.3436264 -0.05228113 -0.16324398 -0.88228244 -0.29662861 -0.40213281 -0.1449049 -0.39096844 -0.54303325 -0.85819398 0.14981646 -0.66787285 0.01085756 -0.44385724 -0.35911372 -0.62257467 -0.46777777
"WALKING_DOWNSTAIRS" 28 0.29364208 -0.02202305 -0.10858897 0.12571289 0.15649665 -0.34103181 0.20579475 0.92929168 -0.23589711 -0.12147726 -0.95692154 -0.94840421 0.05542464 0.09726535 0.01434509 0.0012395 -0.01676522 0.02655301 -0.02054218 -0.14109631 0.00710564 0.13862243 -0.26810633 -0.25936869 -0.03016847 -0.0266493 -0.05704109 -0.07761739 -0.1639449 -0.42456788 -0.28813948 0.10435922 0.02115083 0.10435922 0.02115083 -0.07075603 0.0087797 -0.06824632 -0.09321858 -0.34041731 -0.13290694 0.08907218 0.18644173 -0.30816163 0.13779708 0.0653012 -0.87504257 -0.0268677 -0.01270397 -0.36528743 -0.09801123 -0.00175392 -0.87099086 -0.029997 -0.21710016 -0.18439234 -0.34545335 -0.29310836 -0.90817626 0.18884001 -0.76664221 -0.01288238 -0.44362593 -0.22335479 -0.82601329 -0.39672071
"WALKING_DOWNSTAIRS" 29 0.29314044 -0.01494122 -0.098134 0.1673836 -0.12246347 -0.223178 -0.04351127 0.94848622 -0.0760963 0.09196505 -0.94173619 -0.91390306 0.38826805 0.0636872 0.00062102 -0.0140643 -0.02395257 -0.07734084 0.05056648 -0.03741261 -0.08510459 0.08222441 -0.28207726 -0.39046014 -0.1456437 -0.07439865 -0.06714823 -0.03596484 -0.34780756 -0.69346904 0.01102452 0.10370517 0.23506739 0.10370517 0.23506739 -0.13863762 0.02281634 -0.12296811 -0.19329601 -0.53917446 0.01985167 0.1106632 -0.02122937 -0.26669215 0.18743862 -0.23934905 -0.8936777 -0.03824582 -0.09778507 -0.41117345 -0.09863792 -0.12038152 -0.89393431 -0.189418 -0.46312503 -0.19922589 -0.31912314 -0.35487269 -0.89334302 0.11597397 -0.51318463 0.0004489 -0.44086483 -0.38145988 -0.66478311 -0.59657863
"WALKING_DOWNSTAIRS" 30 0.28319065 -0.01743839 -0.09997814 -0.05777032 -0.02726281 -0.21727569 -0.04498414 0.95800049 -0.12671037 0.02880817 -0.95889039 -0.91867875 0.04295727 0.0883933 -0.00756111 -0.01183014 -0.2266439 -0.1946561 0.04700858 -0.07455913 -0.06931124 0.08957678 -0.26592316 -0.28539242 -0.09472633 -0.06159546 -0.04968076 -0.05435952 -0.54276451 -0.6137963 0.00383217 -0.03739011 0.16770359 -0.03739011 0.16770359 -0.2937388 0.02964082 -0.09553732 -0.13089688 -0.57433701 0.01122053 -0.10696696 -0.02166371 -0.25806737 -0.04052571 -0.09346826 -0.89678845 -0.23492315 -0.22499278 -0.39968869 -0.28980273 -0.21743202 -0.89298656 -0.26306163 -0.34806512 -0.26372076 -0.2783866 -0.25573205 -0.96523095 0.00410151 -0.78259823 -0.1259614 -0.39975522 -0.35677235 -0.61248887 -0.61757881
"SITTING" 1 0.26123757 -0.00130829 -0.10454418 -0.97722901 -0.92261864 -0.93958629 0.11826186 0.83150993 0.20441159 0.3320437 -0.96845715 -0.93551706 0.30141935 0.07748252 -0.0006191 -0.00336779 -0.98643071 -0.98137197 0.01656442 -0.04535006 -0.09192415 0.06293138 -0.97721128 -0.9664739 -0.23337043 -0.09367938 -0.04021181 -0.04670263 -0.99173159 -0.98951807 0.00284798 -0.94853679 -0.17159435 -0.94853679 -0.17159435 -0.9873642 -0.06031373 -0.93089249 -0.11297332 -0.99197634 -0.00177421 -0.97964124 -0.94408455 -0.95918489 -0.97641231 -0.91727501 -0.99917595 -0.98659702 -0.98157947 -0.98605309 -0.98749299 -0.98251391 -0.99974737 -0.97616146 -0.97583859 -0.95131554 -0.97790423 -0.96234504 -0.99958812 -0.94778292 -0.60812671 -0.98526213 -0.75059907 -0.95843559 -0.28445415 -0.98979755
"SITTING" 2 0.27708735 -0.01568799 -0.10921827 -0.98682228 -0.9507045 -0.95982817 0.25645304 0.94047727 -0.10563002 0.19872677 -0.97998876 -0.95675027 0.53868701 0.07225644 0.01169545 0.00760547 -0.98805585 -0.97798396 0.05253058 -0.04547066 -0.05992868 0.04122775 -0.98574203 -0.97891953 -0.50595427 -0.09363284 -0.0415602 -0.0435851 -0.98970902 -0.99088961 -0.25313378 -0.96789362 -0.11176129 -0.96789362 -0.11176129 -0.98677471 -0.05029378 -0.94603509 -0.04653958 -0.99108149 -0.18491762 -0.98580384 -0.9573435 -0.97016217 -0.98736209 -0.95007375 -0.99943055 -0.98784879 -0.9771397 -0.98512905 -0.98945911 -0.98080423 -0.99970004 -0.98262139 -0.98210092 -0.95981482 -0.9868085 -0.97735619 -0.99960264 -0.96127375 -0.61253512 -0.9838747 -0.83704697 -0.9718406 -0.44489284 -0.98986195
"SITTING" 3 0.2571976 -0.003503 -0.09835792 -0.97101012 -0.85661781 -0.87511018 0.30755504 0.90109898 0.12730338 0.13902058 -0.95732446 -0.90392301 0.41560549 0.07260984 0.00272529 -0.00423348 -0.97446739 -0.95363139 0.02398636 -0.03853652 -0.075241 0.0940114 -0.96543477 -0.94485457 -0.34564155 -0.10360589 -0.03609099 -0.059008 -0.97254691 -0.97863591 0.01705253 -0.89538335 -0.09421584 -0.89538335 -0.09421584 -0.96908075 -0.08745291 -0.91935437 -0.06117125 -0.97799805 -0.12817926 -0.97015444 -0.89190775 -0.91798793 -0.97160588 -0.84965566 -0.99830469 -0.97495036 -0.95417015 -0.97084567 -0.97628353 -0.95646176 -0.99930819 -0.95755064 -0.95617355 -0.93496796 -0.96801306 -0.93960999 -0.99920662 -0.90418573 -0.46370497 -0.96588889 -0.72405757 -0.94666494 -0.40482613 -0.97789811
"SITTING" 4 0.27153828 -0.00716307 -0.1058746 -0.98030993 -0.89022398 -0.93220301 0.16930612 0.86930301 0.21162254 0.11012048 -0.98140529 -0.9327271 0.12224418 0.07845002 -0.01085822 -0.01215 -0.9767422 -0.94459611 0.08122522 -0.04944351 -0.08943006 0.10115033 -0.97013179 -0.95846812 -0.15180907 -0.09694948 -0.04184839 -0.04899644 -0.96989973 -0.98444136 0.04822027 -0.93569482 -0.1448444 -0.93569482 -0.1448444 -0.97013228 -0.0294822 -0.92606331 0.02197077 -0.98049046 -0.17701907 -0.9774625 -0.90578293 -0.95178374 -0.98190819 -0.88946735 -0.99897892 -0.97684571 -0.94429839 -0.97515491 -0.97877691 -0.94929316 -0.99943062 -0.96058964 -0.96758365 -0.93377689 -0.97333311 -0.95412042 -0.99921733 -0.9290021 -0.47779046 -0.96250073 -0.63082016 -0.94876975 -0.36585711 -0.97654776
"SITTING" 5 0.27369414 -0.00990084 -0.1085403 -0.98094502 -0.90433512 -0.92609474 0.09649251 0.88073144 0.16844552 0.14300686 -0.98313754 -0.93994298 0.24126375 0.07495774 -0.00278773 0.0033861 -0.97520485 -0.95278626 -0.02767514 -0.04223552 -0.08354841 0.08239345 -0.96622548 -0.95006407 -0.00745485 -0.08897477 -0.0454703 -0.04877147 -0.96603701 -0.97543391 0.23918835 -0.93797832 -0.10112734 -0.93797832 -0.10112734 -0.96932016 0.02189987 -0.93430165 -0.09282398 -0.97384829 0.04428232 -0.97745081 -0.92143474 -0.94606422 -0.98259084 -0.90229153 -0.99915094 -0.97602495 -0.95423749 -0.96950133 -0.97653055 -0.95446444 -0.9994144 -0.95711725 -0.95546036 -0.93800343 -0.96939037 -0.94757147 -0.99909301 -0.9362906 -0.50461476 -0.9644403 -0.70845662 -0.94476032 -0.53824685 -0.97159837
"SITTING" 6 0.27677849 -0.01459116 -0.11012773 -0.98016493 -0.92368213 -0.9257971 0.01828106 0.93369293 0.06826287 0.06952197 -0.98887237 -0.96087599 0.15766955 0.07547216 2.56e-06 0.00623728 -0.96992948 -0.94514369 0.00986713 -0.03724423 -0.08990833 0.0854346 -0.95736768 -0.94413004 -0.15487771 -0.09366935 -0.03339867 -0.04655043 -0.9437148 -0.96178073 -0.09718721 -0.94954353 -0.11781069 -0.94954353 -0.11781069 -0.9627335 -0.03720304 -0.93270381 -0.16745034 -0.96292923 -0.0109968 -0.97535145 -0.92826437 -0.93579812 -0.98245128 -0.92567696 -0.9987222 -0.97103748 -0.94707082 -0.95419979 -0.97148877 -0.94688004 -0.99884821 -0.9396714 -0.94385739 -0.9347649 -0.96340705 -0.94490147 -0.99893077 -0.93575039 -0.65570801 -0.94834865 -0.7029645 -0.92972568 -0.64421758 -0.95203457
"SITTING" 7 0.28467464 -0.01461098 -0.1224646 -0.97266837 -0.9094547 -0.85653294 0.42161925 0.96914782 0.00608847 0.06496363 -0.95708243 -0.94543626 0.56043551 0.06685198 0.01168634 0.01620041 -0.9821581 -0.96945868 0.17410372 -0.04963797 -0.03361196 0.02594767 -0.94187095 -0.94412434 -0.43195028 -0.09381556 -0.03964449 -0.04545663 -0.97436905 -0.98102468 -0.20427947 -0.91843211 -0.0881431 -0.91843211 -0.0881431 -0.97655968 -0.0362137 -0.89787054 -0.00588794 -0.98166512 -0.02831297 -0.97269713 -0.93149063 -0.90467534 -0.97287997 -0.9046292 -0.99722032 -0.98203724 -0.96942361 -0.9685035 -0.98402634 -0.97181498 -0.99937317 -0.94363176 -0.95667806 -0.94741993 -0.94272642 -0.93824472 -0.99951835 -0.90895678 -0.5397221 -0.97095418 -0.75272361 -0.93308196 -0.34245515 -0.97863499
"SITTING" 8 0.26749147 -0.00672551 -0.10446105 -0.97902615 -0.927332 -0.93955303 0.2241144 0.83245388 0.24009512 0.26389519 -0.96675797 -0.9374623 0.53431877 0.07867138 -0.00657516 -0.01068089 -0.98518875 -0.98078461 0.00523428 -0.0547397 -0.09550892 0.07160488 -0.98452405 -0.9715007 -0.33220174 -0.09231503 -0.04026738 -0.04457322 -0.99326465 -0.98887628 -0.10162902 -0.9521397 -0.15494744 -0.9521397 -0.15494744 -0.98606151 -0.04369007 -0.93268224 0.09415103 -0.99180743 -0.164699 -0.98114291 -0.94421972 -0.95943628 -0.97825673 -0.92382997 -0.99923069 -0.98497727 -0.9802211 -0.98299531 -0.98691361 -0.98303878 -0.99968395 -0.98220031 -0.97658989 -0.96179868 -0.9853393 -0.96892443 -0.99955201 -0.94798178 -0.52848482 -0.98093229 -0.72271404 -0.96580679 -0.36581936 -0.9877306
"SITTING" 9 0.24832674 -0.02701678 -0.07537847 -0.95722779 -0.8751414 -0.83200187 -0.10063631 0.91632451 -0.04142582 0.0852631 -0.95528041 -0.94645197 -0.09185081 0.07700501 0.0098174 -0.00867467 -0.96453586 -0.95677754 -0.08721413 -0.04232888 -0.04142712 0.08079193 -0.95902005 -0.91918823 0.03892704 -0.09307081 -0.04666344 -0.05284149 -0.96453235 -0.97192745 0.01881842 -0.89336172 0.0562232 -0.89336172 0.0562232 -0.96438376 -0.12484009 -0.90323554 0.00620994 -0.97336414 -0.19869891 -0.95941359 -0.91168322 -0.89220134 -0.95690346 -0.86761361 -0.99767813 -0.96559624 -0.95800739 -0.95752698 -0.9666604 -0.95852299 -0.99919171 -0.95031524 -0.93969301 -0.94031231 -0.96183602 -0.91058336 -0.99948989 -0.8977182 -0.58487678 -0.95305044 -0.63044778 -0.93443774 -0.41646859 -0.96831559
"SITTING" 10 0.27061206 -0.01504268 -0.10425324 -0.98290183 -0.91797953 -0.96782698 -0.06599107 0.7918872 -0.04126077 0.20253457 -0.97312835 -0.93569001 -0.05732925 0.07753725 0.00897875 -0.00499566 -0.98894641 -0.98075679 -0.12825041 -0.04324322 -0.06799936 0.07459589 -0.9888731 -0.9843733 0.03717993 -0.0931555 -0.04112165 -0.04894119 -0.99232666 -0.99258449 -0.00021155 -0.9607572 -0.22619347 -0.9607572 -0.22619347 -0.98805424 -0.08335845 -0.94420204 -0.08125803 -0.99370749 -0.24249843 -0.98494314 -0.9404502 -0.97464465 -0.98224243 -0.91283806 -0.99957022 -0.98936501 -0.98096286 -0.98605677 -0.98955092 -0.98204559 -0.99975076 -0.98647736 -0.98617922 -0.96539547 -0.98971236 -0.98357965 -0.99962647 -0.95528101 -0.64065644 -0.9859008 -0.78002509 -0.97445973 -0.38331864 -0.99219153
"SITTING" 11 0.2765902 -0.01491956 -0.11284022 -0.98279656 -0.92140212 -0.96837018 -0.13993851 0.8719638 0.21371631 0.1885317 -0.98806934 -0.94979257 -0.16680073 0.07617773 -0.00021384 0.00833401 -0.98033516 -0.96676664 -0.16287783 -0.03999849 -0.07552845 0.07617394 -0.98816491 -0.98224904 0.17461005 -0.09484235 -0.0392813 -0.05053955 -0.99050152 -0.98855482 0.21638659 -0.96197076 -0.18055159 -0.96197076 -0.18055159 -0.97935564 -0.07846794 -0.95188447 -0.01082228 -0.98951903 -0.23563297 -0.98148145 -0.93450318 -0.97285511 -0.98338981 -0.92004716 -0.99952089 -0.98083175 -0.96745462 -0.98112486 -0.98160794 -0.96842148 -0.9995961 -0.98510688 -0.98263664 -0.95445382 -0.98918951 -0.98213792 -0.99960802 -0.95306601 -0.54444069 -0.97531533 -0.5955306 -0.96979995 -0.43523392 -0.98725597
"SITTING" 12 0.27500722 -0.0157893 -0.10630723 -0.98256878 -0.92858124 -0.93966189 0.23465475 0.92622898 0.0830509 0.08856407 -0.98520364 -0.96364198 0.16901371 0.07712777 0.01059905 -0.00204576 -0.9764942 -0.96404746 0.02141124 -0.04241592 -0.07519804 0.07284622 -0.97442535 -0.96049713 -0.2981288 -0.09410235 -0.03874775 -0.05156341 -0.97732993 -0.97934783 -0.08547986 -0.95217662 -0.07902005 -0.95217662 -0.07902005 -0.97473449 -0.09832095 -0.94190724 -0.01730901 -0.98039234 -0.14829039 -0.97966614 -0.94276802 -0.95462663 -0.98399948 -0.92603398 -0.99943292 -0.97710989 -0.96423619 -0.97555156 -0.97798035 -0.96653892 -0.99955727 -0.96852899 -0.96372525 -0.95571818 -0.9763399 -0.9590407 -0.99968852 -0.95594425 -0.58264062 -0.97171527 -0.71617275 -0.95851187 -0.55341599 -0.97848445
"SITTING" 13 0.2743285 -0.00587733 -0.09724651 -0.98954628 -0.93896774 -0.93864122 0.29292981 0.92557651 0.10176975 0.07577739 -0.98137911 -0.95135306 0.37683693 0.07528659 -0.00112344 -0.02323972 -0.99282726 -0.98426756 0.09349976 -0.03551249 -0.09026874 0.0823432 -0.98584426 -0.97966846 -0.44272978 -0.09591985 -0.04103669 -0.04661216 -0.99137102 -0.99177335 -0.14797395 -0.95769056 -0.14573047 -0.95769056 -0.14573047 -0.98949784 -0.09123207 -0.95114264 -0.08543825 -0.9926043 -0.0539273 -0.99013548 -0.95967392 -0.95618306 -0.98941058 -0.9336665 -0.99817049 -0.99267821 -0.9839141 -0.9852612 -0.99368217 -0.98590812 -0.99975435 -0.9832182 -0.98245605 -0.96838442 -0.98671469 -0.97827071 -0.99968622 -0.95690156 -0.58300543 -0.98834854 -0.84930111 -0.97325828 -0.41763158 -0.99172374
"SITTING" 14 0.27999058 -0.00870565 -0.10040149 -0.97630225 -0.9149357 -0.92277484 0.25066695 0.93903876 -0.0364534 -0.09459705 -0.9762804 -0.95032266 0.44148957 0.07418788 -0.00436186 -0.01057445 -0.98089066 -0.96782836 0.11472958 -0.04404033 -0.07134783 0.09285236 -0.98082998 -0.96204819 -0.3359707 -0.09216146 -0.04345773 -0.05201216 -0.99028424 -0.98691132 -0.04524287 -0.94419794 -0.02243931 -0.94419794 -0.02243931 -0.97652101 -0.16141701 -0.94275637 -0.01384962 -0.98831761 -0.32120348 -0.97645661 -0.93264477 -0.94412608 -0.97630306 -0.91159121 -0.9990346 -0.98156665 -0.96895177 -0.97275197 -0.98192083 -0.96894367 -0.99955871 -0.97857712 -0.96980673 -0.95702086 -0.98157309 -0.9582274 -0.99971428 -0.94058985 -0.641402 -0.97298534 -0.75473628 -0.96332054 -0.51545105 -0.98732424
"SITTING" 15 0.27290338 -0.01171885 -0.11366125 -0.98708436 -0.92240716 -0.94933803 0.16978415 0.89036426 0.21084931 0.00281566 -0.98262088 -0.94356141 0.27198356 0.07847928 -0.00898438 -0.00237208 -0.98816233 -0.978127 -0.08217816 -0.03771111 -0.08034288 0.09519781 -0.98820412 -0.97532152 -0.20129285 -0.09536491 -0.03960688 -0.05241483 -0.99288904 -0.99031331 -0.10016741 -0.95866984 -0.15318246 -0.95866984 -0.15318246 -0.98610784 0.04329681 -0.95733163 -0.11432249 -0.99218889 -0.15685088 -0.98661961 -0.93892643 -0.963227 -0.98738478 -0.9191627 -0.99927418 -0.9881061 -0.97815901 -0.98490842 -0.98931436 -0.97971305 -0.99973971 -0.98615258 -0.97920172 -0.96673152 -0.98888193 -0.97345609 -0.99978876 -0.949752 -0.62446881 -0.98468944 -0.7423463 -0.97376218 -0.45533331 -0.99018096
"SITTING" 16 0.28076857 -0.01024979 -0.0891404 -0.98682561 -0.95160787 -0.93967225 0.13480772 0.94245738 -0.08658825 0.08926822 -0.98015824 -0.96802321 0.25155089 0.07343467 0.00985643 -0.01150306 -0.99086113 -0.98180097 -0.0436124 -0.0412014 -0.05745254 0.07957363 -0.98103737 -0.9583366 -0.12314576 -0.09572045 -0.04503693 -0.05883713 -0.98958328 -0.99062179 -0.13289 -0.96187968 -0.19754362 -0.96187968 -0.19754362 -0.9874727 -0.06326907 -0.94641738 -0.0840974 -0.99244461 -0.15811037 -0.98704383 -0.96145669 -0.95955223 -0.98689242 -0.94982926 -0.99919573 -0.99096425 -0.98175217 -0.98117804 -0.99156787 -0.98323077 -0.99964334 -0.97863286 -0.966796 -0.96005826 -0.98205786 -0.95434375 -0.99887612 -0.95833548 -0.67314945 -0.98396864 -0.80319893 -0.95406099 -0.47642189 -0.98936314
